date,feature_index,treecover,shrubland,grassland,cropland,builtup,bare/sparse vegetation,snow and ice,water,herbaceous wetland,mangroves,moss and lichen
2021-01-01T00:00:00.000Z,0,0.2544299885202955,6.608188855856121E-4,0.030901009625290674,0.007107114473258176,0.6909486945515556,0.002259146969652371,0.0,0.013693226974361993,0.0,0.0,0.0
