date,feature_index,treecover,shrubland,grassland,cropland,builtup,bare/sparse vegetation,snow and ice,water,herbaceous wetland,mangroves,moss and lichen
2021-01-01T00:00:00.000Z,0,0.058592757286596915,2.321001850501618E-6,0.21433261445576018,0.5595485729772265,0.11168618704580141,0.003781153157516539,0.0,0.03455860226736561,0.017497791807882298,0.0,0.0
