date,feature_index,treecover,shrubland,grassland,cropland,builtup,bare/sparse vegetation,snow and ice,water,herbaceous wetland,mangroves,moss and lichen
2021-01-01T00:00:00.000Z,0,0.724949603898294,0.04208840265115398,0.11398036798329382,0.06712833370855531,0.0457435789023788,0.0011230154340010695,0.0,0.004251944408765814,7.347530135572727E-4,0.0,0.0
