date,feature_index,treecover,shrubland,grassland,cropland,builtup,bare/sparse vegetation,snow and ice,water,herbaceous wetland,mangroves,moss and lichen
2021-01-01T00:00:00.000Z,0,0.503748794694771,0.03417577175941499,0.16592684779051048,0.17094939257868594,0.10544174869347181,0.0025057457159889064,0.0,0.016376335026987616,8.753637401692573E-4,0.0,0.0
