date,feature_index,treecover,shrubland,grassland,cropland,builtup,bare/sparse vegetation,snow and ice,water,herbaceous wetland,mangroves,moss and lichen
2021-01-01T00:00:00.000Z,0,0.6525226954401618,0.013352700108938112,0.12629558541266794,0.03577942625927271,0.17153083986097423,5.104528712974011E-4,0.0,8.300046687762619E-6,0.0,0.0,0.0
