geometry,feature_index,id,backend_name,status,start_time,running_start_time,cpu,memory,duration,costs
"{'type': 'Feature', 'properties': {'name': 'Frascati'}, 'geometry': {'coordinates': [[[12.642238896420224, 41.8253194063314], [12.642238896420224, 41.7819287978451], [12.719336967510458, 41.7819287978451], [12.719336967510458, 41.8253194063314], [12.642238896420224, 41.8253194063314]]], 'type': 'Polygon'}}",0,cdse-j-2604280829064fc8b3795f171cc56fb3,backend,finished,2026-04-28T08:29:07Z,2026-04-28T08:31:17Z,,,103 seconds,4
"{'type': 'Feature', 'properties': {'name': 'Rome'}, 'geometry': {'coordinates': [[[12.442779758615103, 41.916440418055686], [12.442779758615103, 41.863013491306475], [12.531054195934303, 41.863013491306475], [12.531054195934303, 41.916440418055686], [12.442779758615103, 41.916440418055686]]], 'type': 'Polygon'}}",1,cdse-j-260428082915473e8a389c89ca8a0bbd,backend,finished,2026-04-28T08:29:15Z,2026-04-28T08:31:17Z,,,68 seconds,4
